MessageID,Timestamp,Sender,Message,Length,Label
2441,2023-09-04 09:47:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
2442,2023-04-12 09:13:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2443,2023-04-29 19:09:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
2444,2023-06-27 12:52:00,KnownContact,Are you coming to the party tonight?,36,Ham
2445,2023-03-31 14:54:00,Unknown,You have been selected for a $500 reward. Confirm now!,54,Spam
2446,2023-03-16 20:49:00,Unknown,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,75,Spam
2447,2023-04-14 06:44:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2448,2023-01-18 11:26:00,Unknown,Claim your free vacation now! Call this number.,47,Spam
2449,2023-09-15 06:32:00,KnownContact,Please send me the report by end of the day.,44,Ham
2450,2023-03-23 20:29:00,Unknown,Can you call me when you're free?,33,Ham
2451,2023-03-16 01:58:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2452,2023-02-25 13:15:00,Unknown,"I'm on my way, see you soon.",28,Ham
2453,2023-03-03 18:03:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2454,2023-05-10 15:57:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
2455,2023-11-06 15:41:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
2456,2023-07-28 23:47:00,Unknown,You have been selected for a $500 reward. Confirm now!,54,Spam
2457,2023-12-30 13:02:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2458,2023-01-02 14:04:00,KnownContact,"I'm on my way, see you soon.",28,Ham
2459,2023-08-22 04:52:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2460,2023-12-15 09:12:00,Unknown,This is your final notice for debt settlement. Call us today.,61,Spam
2461,2023-07-22 18:43:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2462,2023-04-03 20:50:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
2463,2023-09-14 18:17:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
2464,2023-10-29 10:12:00,Unknown,Please send me the report by end of the day.,44,Ham
2465,2023-06-29 01:33:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
2466,2023-12-25 16:50:00,Unknown,Let's catch up over coffee this weekend.,40,Ham
2467,2023-03-02 21:19:00,Unknown,Can you call me when you're free?,33,Ham
2468,2023-03-05 12:48:00,KnownContact,Please send me the report by end of the day.,44,Ham
2469,2023-01-13 11:47:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
2470,2023-03-22 05:07:00,KnownContact,Are you coming to the party tonight?,36,Ham
2471,2023-09-20 18:27:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
2472,2023-12-02 05:52:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2473,2023-11-03 14:51:00,Unknown,Earn money from home easily. Sign up today.,43,Spam
2474,2023-04-11 08:15:00,KnownContact,Can you call me when you're free?,33,Ham
2475,2023-10-02 20:36:00,Unknown,Get cheap loans now with instant approval. Limited offer!,57,Spam
2476,2023-02-09 09:10:00,Unknown,Please send me the report by end of the day.,44,Ham
2477,2023-12-14 05:08:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
2478,2023-04-17 23:01:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2479,2023-02-26 02:48:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2480,2023-04-20 00:29:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
2481,2023-08-07 02:16:00,KnownContact,Are you coming to the party tonight?,36,Ham
2482,2023-01-10 14:51:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
2483,2023-01-24 09:19:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2484,2023-01-08 21:55:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2485,2023-07-07 21:49:00,Unknown,Please send me the report by end of the day.,44,Ham
2486,2023-06-15 12:36:00,Unknown,Let's catch up over coffee this weekend.,40,Ham
2487,2023-03-08 22:42:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2488,2023-10-19 13:32:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2489,2023-05-14 18:16:00,Unknown,Can you call me when you're free?,33,Ham
2490,2023-12-08 02:30:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
2491,2023-05-01 00:30:00,Unknown,Please send me the report by end of the day.,44,Ham
2492,2023-11-05 21:48:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
2493,2023-03-18 00:31:00,Unknown,URGENT! Your account has been compromised. Verify your details immediately.,75,Spam
2494,2023-09-02 06:47:00,Unknown,Exclusive offer just for you! Click the link.,45,Spam
2495,2023-04-29 12:26:00,Unknown,You have been selected for a $500 reward. Confirm now!,54,Spam
2496,2023-01-08 23:50:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2497,2023-05-27 21:24:00,KnownContact,"I'm on my way, see you soon.",28,Ham
2498,2023-07-16 00:03:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
2499,2023-02-02 16:14:00,Unknown,Exclusive offer just for you! Click the link.,45,Spam
2500,2023-02-04 23:42:00,KnownContact,Are you coming to the party tonight?,36,Ham
2501,2023-09-17 16:53:00,KnownContact,"I'm on my way, see you soon.",28,Ham
2502,2023-08-17 23:48:00,KnownContact,Please send me the report by end of the day.,44,Ham
2503,2023-03-12 21:50:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
2504,2023-04-20 08:42:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
2505,2023-12-14 07:21:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
2506,2023-04-28 09:34:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
2507,2023-02-27 08:18:00,Unknown,This is your final notice for debt settlement. Call us today.,61,Spam
2508,2023-06-07 00:42:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2509,2023-09-06 14:39:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2510,2023-07-31 18:49:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2511,2023-10-10 06:23:00,KnownContact,Please send me the report by end of the day.,44,Ham
2512,2023-04-21 23:24:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
2513,2023-01-11 21:07:00,KnownContact,Are you coming to the party tonight?,36,Ham
2514,2023-03-05 11:21:00,Unknown,You have been selected for a $500 reward. Confirm now!,54,Spam
2515,2023-05-04 14:01:00,Unknown,Are you coming to the party tonight?,36,Ham
2516,2023-07-23 23:24:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2517,2023-02-21 19:09:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
2518,2023-07-07 19:53:00,Unknown,This is your final notice for debt settlement. Call us today.,61,Spam
2519,2023-04-13 06:29:00,Unknown,"I'm on my way, see you soon.",28,Ham
2520,2023-01-29 19:55:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
2521,2023-10-25 20:22:00,Unknown,"I'm on my way, see you soon.",28,Ham
2522,2023-09-25 01:06:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2523,2023-09-30 02:35:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
2524,2023-11-24 17:55:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
2525,2023-06-28 06:29:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
2526,2023-04-23 13:10:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
2527,2023-04-26 04:50:00,Unknown,"I'm on my way, see you soon.",28,Ham
2528,2023-10-10 16:41:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2529,2023-12-06 05:48:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2530,2023-03-21 10:59:00,Unknown,Let's catch up over coffee this weekend.,40,Ham
2531,2023-10-17 01:06:00,Unknown,URGENT! Your account has been compromised. Verify your details immediately.,75,Spam
2532,2023-08-28 08:48:00,Unknown,Can you call me when you're free?,33,Ham
2533,2023-12-21 02:37:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
2534,2023-07-22 16:57:00,KnownContact,Are you coming to the party tonight?,36,Ham
2535,2023-12-09 05:16:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
2536,2023-08-22 03:40:00,Unknown,Claim your free vacation now! Call this number.,47,Spam
2537,2023-02-15 10:31:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
2538,2023-12-11 17:25:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
2539,2023-11-04 23:04:00,KnownContact,Can you call me when you're free?,33,Ham
2540,2023-04-14 05:02:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2541,2023-03-01 11:58:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
2542,2023-06-05 21:45:00,Unknown,Are you coming to the party tonight?,36,Ham
2543,2023-02-09 03:12:00,KnownContact,"I'm on my way, see you soon.",28,Ham
2544,2023-09-07 01:13:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
2545,2023-05-25 14:52:00,KnownContact,"I'm on my way, see you soon.",28,Ham
2546,2023-12-13 05:57:00,Unknown,Please send me the report by end of the day.,44,Ham
2547,2023-09-16 06:41:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2548,2023-01-08 05:33:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
2549,2023-02-26 15:48:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
2550,2023-08-24 17:38:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
2551,2023-04-20 14:17:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
2552,2023-08-19 09:37:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2553,2023-07-11 08:48:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
2554,2023-04-02 13:04:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
2555,2023-01-27 13:38:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
2556,2023-05-01 22:49:00,Unknown,Can you call me when you're free?,33,Ham
2557,2023-06-02 17:52:00,Unknown,Can you call me when you're free?,33,Ham
2558,2023-09-27 14:41:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
2559,2023-08-12 12:36:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
2560,2023-11-29 01:08:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2561,2023-11-07 02:15:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
2562,2023-05-09 00:34:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
2563,2023-04-29 10:38:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
2564,2023-11-15 13:45:00,Unknown,Please send me the report by end of the day.,44,Ham
2565,2023-03-05 19:16:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
2566,2023-01-12 23:04:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2567,2023-12-28 11:18:00,KnownContact,Please send me the report by end of the day.,44,Ham
2568,2023-11-20 09:16:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
2569,2023-11-03 07:13:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
2570,2023-03-25 09:03:00,Unknown,Are you coming to the party tonight?,36,Ham
2571,2023-04-01 14:45:00,Unknown,This is your final notice for debt settlement. Call us today.,61,Spam
2572,2023-10-16 05:15:00,Unknown,Are you coming to the party tonight?,36,Ham
2573,2023-06-13 01:34:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
2574,2023-08-12 20:08:00,Unknown,"I'm on my way, see you soon.",28,Ham
2575,2023-01-04 00:39:00,KnownContact,Please send me the report by end of the day.,44,Ham
2576,2023-01-12 07:24:00,KnownContact,Please send me the report by end of the day.,44,Ham
2577,2023-08-20 04:12:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
2578,2023-06-26 02:18:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
2579,2023-10-14 09:43:00,KnownContact,Please send me the report by end of the day.,44,Ham
2580,2023-04-04 20:10:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
2581,2023-10-21 13:00:00,KnownContact,Please send me the report by end of the day.,44,Ham
2582,2023-11-15 12:08:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
2583,2023-10-13 10:54:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2584,2023-08-23 18:25:00,KnownContact,"I'm on my way, see you soon.",28,Ham
2585,2023-11-15 12:29:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2586,2023-04-22 10:43:00,Unknown,Exclusive offer just for you! Click the link.,45,Spam
2587,2023-02-27 08:38:00,Unknown,Earn money from home easily. Sign up today.,43,Spam
2588,2023-11-27 09:05:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
2589,2023-06-24 13:26:00,KnownContact,"Thanks for your help yesterday, really appreciate it.",53,Ham
2590,2023-05-22 03:24:00,Unknown,Can you call me when you're free?,33,Ham
2591,2023-07-09 16:12:00,Unknown,Can you call me when you're free?,33,Ham
2592,2023-04-15 16:33:00,KnownContact,"I'm on my way, see you soon.",28,Ham
2593,2023-03-22 18:40:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
2594,2023-03-19 23:18:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
2595,2023-05-12 12:41:00,Unknown,You have been selected for a $500 reward. Confirm now!,54,Spam
2596,2023-09-21 03:52:00,Unknown,This is your final notice for debt settlement. Call us today.,61,Spam
2597,2023-03-15 07:21:00,Unknown,Can you call me when you're free?,33,Ham
2598,2023-02-23 13:49:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
2599,2023-11-02 18:24:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2600,2023-04-28 07:29:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
2601,2023-05-11 02:36:00,Unknown,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,75,Spam
2602,2023-03-27 08:20:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
2603,2023-01-04 15:38:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
2604,2023-03-30 13:00:00,Unknown,You have been selected for a $500 reward. Confirm now!,54,Spam
2605,2023-01-17 18:37:00,Unknown,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,75,Spam
2606,2023-09-23 16:55:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2607,2023-01-22 11:30:00,Unknown,Claim your free vacation now! Call this number.,47,Spam
2608,2023-04-03 04:09:00,KnownContact,Can you call me when you're free?,33,Ham
2609,2023-03-08 23:17:00,KnownContact,Are you coming to the party tonight?,36,Ham
2610,2023-12-07 02:10:00,Unknown,Let's catch up over coffee this weekend.,40,Ham
2611,2023-10-19 05:29:00,Unknown,Are you coming to the party tonight?,36,Ham
2612,2023-05-25 02:08:00,KnownContact,"I'm on my way, see you soon.",28,Ham
2613,2023-03-16 22:12:00,Unknown,"I'm on my way, see you soon.",28,Ham
2614,2023-05-01 14:59:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
2615,2023-11-21 21:10:00,Unknown,Are you coming to the party tonight?,36,Ham
2616,2023-03-20 07:43:00,Unknown,"I'm on my way, see you soon.",28,Ham
2617,2023-09-14 23:38:00,KnownContact,Please send me the report by end of the day.,44,Ham
2618,2023-05-02 18:53:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2619,2023-10-26 09:55:00,Unknown,Let's catch up over coffee this weekend.,40,Ham
2620,2023-10-18 00:54:00,Unknown,Let's catch up over coffee this weekend.,40,Ham
2621,2023-08-23 23:15:00,Unknown,Get cheap loans now with instant approval. Limited offer!,57,Spam
2622,2023-06-28 15:14:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2623,2023-09-28 20:32:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
2624,2023-03-31 01:24:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
2625,2023-08-28 11:24:00,Unknown,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,75,Spam
2626,2023-06-19 09:49:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
2627,2023-06-04 12:01:00,Unknown,Please send me the report by end of the day.,44,Ham
2628,2023-02-24 11:38:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2629,2023-08-20 09:39:00,Unknown,Please send me the report by end of the day.,44,Ham
2630,2023-02-06 03:52:00,KnownContact,Can you call me when you're free?,33,Ham
2631,2023-07-19 19:45:00,KnownContact,Are you coming to the party tonight?,36,Ham
2632,2023-05-05 14:53:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2633,2023-06-22 03:46:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
2634,2023-01-04 09:12:00,KnownContact,"I'm on my way, see you soon.",28,Ham
2635,2023-10-21 07:37:00,KnownContact,"I'm on my way, see you soon.",28,Ham
2636,2023-01-29 11:40:00,Unknown,Earn money from home easily. Sign up today.,43,Spam
2637,2023-12-09 03:58:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
2638,2023-08-08 04:19:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
2639,2023-02-28 02:01:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
2640,2023-02-04 06:39:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
2641,2023-03-30 09:50:00,Unknown,Are you coming to the party tonight?,36,Ham
2642,2023-01-22 07:50:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
2643,2023-03-18 13:22:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
2644,2023-05-04 22:18:00,KnownContact,Please send me the report by end of the day.,44,Ham
2645,2023-01-04 14:21:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
2646,2023-02-01 08:48:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
2647,2023-02-24 15:27:00,Unknown,You have been selected for a $500 reward. Confirm now!,54,Spam
2648,2023-07-16 13:03:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
2649,2023-03-29 07:25:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2650,2023-10-28 22:50:00,Unknown,Get cheap loans now with instant approval. Limited offer!,57,Spam
2651,2023-12-15 00:22:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2652,2023-12-18 11:54:00,Unknown,"I'm on my way, see you soon.",28,Ham
2653,2023-03-02 06:56:00,Unknown,"I'm on my way, see you soon.",28,Ham
2654,2023-02-26 19:26:00,KnownContact,Can you call me when you're free?,33,Ham
2655,2023-02-13 21:14:00,Unknown,This is your final notice for debt settlement. Call us today.,61,Spam
2656,2023-10-08 09:24:00,Unknown,Can you call me when you're free?,33,Ham
2657,2023-09-05 21:47:00,Unknown,URGENT! Your account has been compromised. Verify your details immediately.,75,Spam
2658,2023-08-16 01:32:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
2659,2023-04-05 16:58:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2660,2023-11-26 10:49:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
2661,2023-10-19 10:05:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
2662,2023-11-05 02:06:00,Unknown,You have been selected for a $500 reward. Confirm now!,54,Spam
2663,2023-03-16 07:42:00,Unknown,You have been selected for a $500 reward. Confirm now!,54,Spam
2664,2023-03-22 05:52:00,Unknown,URGENT! Your account has been compromised. Verify your details immediately.,75,Spam
2665,2023-07-14 05:54:00,KnownContact,Are you coming to the party tonight?,36,Ham
2666,2023-11-26 14:28:00,Unknown,Earn money from home easily. Sign up today.,43,Spam
2667,2023-09-16 02:03:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2668,2023-11-10 17:37:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2669,2023-07-18 11:50:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
2670,2023-11-04 17:16:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
2671,2023-10-21 05:33:00,Unknown,Claim your free vacation now! Call this number.,47,Spam
2672,2023-12-26 10:34:00,Unknown,You have been selected for a $500 reward. Confirm now!,54,Spam
2673,2023-07-01 06:36:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2674,2023-02-08 16:38:00,KnownContact,Can you call me when you're free?,33,Ham
2675,2023-06-23 20:45:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
2676,2023-07-20 14:00:00,Unknown,URGENT! Your account has been compromised. Verify your details immediately.,75,Spam
2677,2023-10-13 09:05:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
2678,2023-12-27 13:45:00,Unknown,Can you call me when you're free?,33,Ham
2679,2023-07-29 17:02:00,Unknown,Can you call me when you're free?,33,Ham
2680,2023-03-10 15:00:00,KnownContact,"I'm on my way, see you soon.",28,Ham
2681,2023-12-14 03:57:00,Unknown,Exclusive offer just for you! Click the link.,45,Spam
2682,2023-08-18 10:59:00,KnownContact,Can you call me when you're free?,33,Ham
2683,2023-08-30 20:50:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2684,2023-12-12 14:14:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2685,2023-07-12 02:48:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
2686,2023-09-14 10:09:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2687,2023-12-22 13:47:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
2688,2023-02-02 21:31:00,KnownContact,Are you coming to the party tonight?,36,Ham
2689,2023-06-16 05:36:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
2690,2023-03-10 09:11:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2691,2023-11-26 14:02:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
2692,2023-12-21 06:05:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
2693,2023-09-14 18:35:00,KnownContact,Are you coming to the party tonight?,36,Ham
2694,2023-03-24 02:38:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
2695,2023-04-18 16:44:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
2696,2023-09-18 02:25:00,KnownContact,Can you call me when you're free?,33,Ham
2697,2023-09-19 17:19:00,Unknown,Can you call me when you're free?,33,Ham
2698,2023-10-03 02:09:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2699,2023-05-08 09:30:00,Unknown,"I'm on my way, see you soon.",28,Ham
2700,2023-10-12 17:40:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
2701,2023-05-19 18:29:00,Unknown,"I'm on my way, see you soon.",28,Ham
2702,2023-09-07 23:09:00,Unknown,Earn money from home easily. Sign up today.,43,Spam
2703,2023-11-28 08:11:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2704,2023-03-22 05:43:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
2705,2023-12-06 13:29:00,KnownContact,Are you coming to the party tonight?,36,Ham
2706,2023-04-29 09:45:00,Unknown,Let's catch up over coffee this weekend.,40,Ham
2707,2023-08-03 14:43:00,KnownContact,"I'm on my way, see you soon.",28,Ham
2708,2023-06-08 06:02:00,Unknown,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,75,Spam
2709,2023-02-08 17:37:00,KnownContact,"Good night, talk to you tomorrow.",33,Ham
2710,2023-09-14 12:06:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
2711,2023-07-03 02:07:00,KnownContact,"Hey, are we still meeting for lunch today?",42,Ham
2712,2023-04-23 21:28:00,Unknown,You have been selected for a $500 reward. Confirm now!,54,Spam
2713,2023-05-24 06:03:00,KnownContact,"I'm on my way, see you soon.",28,Ham
2714,2023-06-09 08:49:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2715,2023-07-01 02:50:00,Unknown,Winner! Text 'WIN' to 54321 to claim your prize.,48,Spam
2716,2023-10-18 15:00:00,Unknown,Please send me the report by end of the day.,44,Ham
2717,2023-08-08 22:13:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2718,2023-08-23 19:44:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2719,2023-07-02 01:25:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2720,2023-05-26 06:55:00,Unknown,Earn money from home easily. Sign up today.,43,Spam
2721,2023-12-02 19:15:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2722,2023-03-11 22:27:00,Unknown,Please send me the report by end of the day.,44,Ham
2723,2023-08-17 02:37:00,Unknown,This is your final notice for debt settlement. Call us today.,61,Spam
2724,2023-09-15 21:59:00,Unknown,"Thanks for your help yesterday, really appreciate it.",53,Ham
2725,2023-12-02 21:31:00,Unknown,Please send me the report by end of the day.,44,Ham
2726,2023-01-20 05:45:00,Unknown,Earn money from home easily. Sign up today.,43,Spam
2727,2023-04-13 08:54:00,KnownContact,Please send me the report by end of the day.,44,Ham
2728,2023-09-29 16:35:00,KnownContact,"I'm on my way, see you soon.",28,Ham
2729,2023-08-02 14:32:00,Unknown,Earn money from home easily. Sign up today.,43,Spam
2730,2023-04-02 16:53:00,Unknown,Get 90% discount on all items. Visit now!,41,Spam
2731,2023-12-02 02:56:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
2732,2023-07-16 17:38:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2733,2023-03-12 22:10:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2734,2023-08-30 06:01:00,Unknown,"Good night, talk to you tomorrow.",33,Ham
2735,2023-05-30 07:45:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2736,2023-04-10 07:48:00,Unknown,Let's catch up over coffee this weekend.,40,Ham
2737,2023-08-15 09:12:00,Unknown,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2738,2023-05-27 03:29:00,Unknown,"Hey, are we still meeting for lunch today?",42,Ham
2739,2023-04-22 10:15:00,Unknown,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,75,Spam
2740,2023-06-30 00:14:00,KnownContact,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2741,2023-11-20 04:14:00,KnownContact,Are you coming to the party tonight?,36,Ham
2742,2023-10-22 14:09:00,Unknown,Don't forget the meeting at 10 AM tomorrow.,43,Ham
2743,2023-07-09 12:34:00,KnownContact,Happy Birthday! Wishing you a wonderful year ahead.,51,Ham
2744,2023-11-11 19:55:00,KnownContact,Are you coming to the party tonight?,36,Ham
2745,2023-05-15 13:45:00,Unknown,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,75,Spam
2746,2023-05-05 08:31:00,Unknown,Claim your free vacation now! Call this number.,47,Spam
2747,2023-12-13 17:28:00,KnownContact,Let's catch up over coffee this weekend.,40,Ham
2748,2023-12-25 23:10:00,KnownContact,"I'm on my way, see you soon.",28,Ham
